Grid Name,Grid Rows,Grid Columns,Instance Name,Num Of Agents,Num Of Obstacles,Instance Id,EPEA*+ID(FIRST ProvideInfoToSubsolver=True) Success,EPEA*+ID(FIRST ProvideInfoToSubsolver=True) Runtime,EPEA*+ID(FIRST ProvideInfoToSubsolver=True) Solution Cost,EPEA*+ID(FIRST ProvideInfoToSubsolver=True) Expanded,EPEA*+ID(FIRST ProvideInfoToSubsolver=True) Generated,EPEA*+ID(FIRST ProvideInfoToSubsolver=True) Max Group Size,EPEA*+ID(FIRST ProvideInfoToSubsolver=True) Min Group Size,EPEA*+ID(FIRST ProvideInfoToSubsolver=True) Resolution Attempts,EPEA*+ID(FIRST ProvideInfoToSubsolver=True) Resolution Successes,EPEA*+ID(FIRST ProvideInfoToSubsolver=True) Merges,EPEA*+ID(FIRST ProvideInfoToSubsolver=True) Solution Depth,
,10,10,Instance-DT-10,10,0,0,1,13.9476,75,78,209,1,1,0,0,0,0,
